utility,model,regime,size,rep,RelL2,beta_star
nonsmooth,Smooth,not-perturbed,160,13,0.300305,640.625000
nonsmooth,Additive+Smooth,perturbed,160,2,0.742653,0.976562
nonsmooth,Convex only,perturbed,160,3,0.282792,
nonsmooth,Additive,perturbed,160,3,0.769488,
nonsmooth,Smooth,perturbed,160,0,0.286694,3.906250
nonsmooth,Additive+Smooth,perturbed,160,3,0.748748,0.976562
nonsmooth,Convex only,perturbed,160,4,0.376872,
nonsmooth,Additive,perturbed,160,4,0.749253,
nonsmooth,Smooth,not-perturbed,160,18,0.289237,869.140625
nonsmooth,Additive+Smooth,perturbed,160,4,0.737141,0.976562
nonsmooth,Convex only,perturbed,160,5,0.360629,
nonsmooth,Additive,perturbed,160,5,0.772039,
nonsmooth,Smooth,not-perturbed,160,12,0.291272,613.281250
nonsmooth,Additive+Smooth,perturbed,160,5,0.740313,0.976562
nonsmooth,Convex only,perturbed,160,6,0.422204,
nonsmooth,Additive,perturbed,160,6,0.779255,
nonsmooth,Smooth,perturbed,160,4,0.251648,3.906250
nonsmooth,Additive+Smooth,perturbed,160,6,0.746990,0.976562
nonsmooth,Convex only,perturbed,160,7,0.425427,
nonsmooth,Additive,perturbed,160,7,0.764766,
nonsmooth,Smooth,not-perturbed,160,14,0.259004,964.843750
nonsmooth,Smooth,perturbed,160,5,0.221992,3.906250
nonsmooth,Additive+Smooth,perturbed,160,7,0.737269,0.976562
nonsmooth,Additive,perturbed,160,8,0.763060,
nonsmooth,Convex only,perturbed,160,8,0.434275,
nonsmooth,Additive+Smooth,perturbed,160,8,0.745904,0.976562
nonsmooth,Convex only,perturbed,160,9,0.350430,
nonsmooth,Additive,perturbed,160,9,0.795089,
nonsmooth,Smooth,perturbed,160,6,0.243231,3.906250
nonsmooth,Additive+Smooth,perturbed,160,9,0.773518,0.976562
nonsmooth,Convex only,perturbed,160,10,0.414051,
nonsmooth,Smooth,perturbed,160,2,0.401401,666.015625
nonsmooth,Additive,perturbed,160,10,0.732719,
nonsmooth,Additive+Smooth,perturbed,160,10,0.709701,0.976562
nonsmooth,Convex only,perturbed,160,11,0.418472,
nonsmooth,Additive,perturbed,160,11,0.736777,
nonsmooth,Smooth,perturbed,160,3,0.338924,7.812500
nonsmooth,Additive+Smooth,perturbed,160,11,0.720148,0.976562
nonsmooth,Convex only,perturbed,160,12,0.420106,
nonsmooth,Additive,perturbed,160,12,0.758030,
nonsmooth,Smooth,not-perturbed,160,19,0.290678,914.062500
nonsmooth,Smooth,perturbed,160,1,0.452277,226.562500
nonsmooth,Convex only,perturbed,160,13,0.408085,
nonsmooth,Additive+Smooth,perturbed,160,12,0.731460,0.976562
nonsmooth,Additive,perturbed,160,13,0.777076,
nonsmooth,Additive+Smooth,perturbed,160,13,0.769829,0.976562
nonsmooth,Convex only,perturbed,160,14,0.324243,
nonsmooth,Additive,perturbed,160,14,0.770231,
nonsmooth,Smooth,perturbed,160,7,0.211301,5.859375
nonsmooth,Additive+Smooth,perturbed,160,14,0.742491,0.976562
nonsmooth,Convex only,perturbed,160,15,0.431483,
nonsmooth,Additive,perturbed,160,15,0.746620,
nonsmooth,Smooth,perturbed,160,8,0.262036,3.906250
nonsmooth,Additive+Smooth,perturbed,160,15,0.747481,0.976562
nonsmooth,Convex only,perturbed,160,16,0.350391,
nonsmooth,Additive,perturbed,160,16,0.784945,
nonsmooth,Smooth,perturbed,160,10,0.218121,3.906250
nonsmooth,Additive+Smooth,perturbed,160,16,0.753556,0.976562
nonsmooth,Convex only,perturbed,160,17,0.329248,
nonsmooth,Additive,perturbed,160,17,0.769509,
nonsmooth,Smooth,perturbed,160,9,0.429591,291.015625
nonsmooth,Additive+Smooth,perturbed,160,17,0.734807,0.976562
nonsmooth,Convex only,perturbed,160,18,0.428425,
nonsmooth,Additive,perturbed,160,18,0.797099,
nonsmooth,Smooth,perturbed,160,11,0.244074,3.906250
nonsmooth,Additive+Smooth,perturbed,160,18,0.751604,0.976562
nonsmooth,Convex only,perturbed,160,19,0.373042,
nonsmooth,Additive,perturbed,160,19,0.758209,
nonsmooth,Smooth,perturbed,160,13,0.272358,3.906250
nonsmooth,Additive+Smooth,perturbed,160,19,0.713991,0.976562
smooth,Convex only,not-perturbed,140,0,0.140758,
smooth,Additive,not-perturbed,140,0,0.114543,
nonsmooth,Smooth,perturbed,160,12,0.238687,3.906250
smooth,Additive+Smooth,not-perturbed,140,0,0.055634,8.789062
smooth,Convex only,not-perturbed,140,1,0.132673,
smooth,Additive,not-perturbed,140,1,0.112367,
nonsmooth,Smooth,perturbed,160,17,0.270829,3.906250
smooth,Additive+Smooth,not-perturbed,140,1,0.059950,9.765625
smooth,Convex only,not-perturbed,140,2,0.137688,
smooth,Additive,not-perturbed,140,2,0.112317,
nonsmooth,Smooth,perturbed,160,18,0.246101,3.906250
smooth,Additive+Smooth,not-perturbed,140,2,0.067462,11.718750
smooth,Convex only,not-perturbed,140,3,0.139876,
smooth,Additive,not-perturbed,140,3,0.114281,
nonsmooth,Smooth,perturbed,160,15,0.268104,11.718750
smooth,Additive+Smooth,not-perturbed,140,3,0.069912,11.718750
smooth,Convex only,not-perturbed,140,4,0.143765,
smooth,Additive,not-perturbed,140,4,0.112864,
smooth,Smooth,not-perturbed,140,2,0.088751,9.765625
smooth,Additive+Smooth,not-perturbed,140,4,0.068029,11.718750
smooth,Convex only,not-perturbed,140,5,0.141713,
smooth,Additive,not-perturbed,140,5,0.114263,
nonsmooth,Smooth,perturbed,160,19,0.245933,3.906250
smooth,Additive+Smooth,not-perturbed,140,5,0.061725,9.765625
smooth,Convex only,not-perturbed,140,6,0.141242,
smooth,Additive,not-perturbed,140,6,0.112704,
smooth,Smooth,not-perturbed,140,0,0.091122,9.765625
smooth,Additive+Smooth,not-perturbed,140,6,0.060645,9.765625
smooth,Convex only,not-perturbed,140,7,0.136822,
smooth,Additive,not-perturbed,140,7,0.108686,
smooth,Smooth,not-perturbed,140,1,0.088461,9.765625
smooth,Additive+Smooth,not-perturbed,140,7,0.059014,9.765625
smooth,Convex only,not-perturbed,140,8,0.142679,
smooth,Additive,not-perturbed,140,8,0.115883,
smooth,Smooth,not-perturbed,140,3,0.093269,9.765625
smooth,Additive+Smooth,not-perturbed,140,8,0.062555,9.765625
smooth,Convex only,not-perturbed,140,9,0.147575,
smooth,Additive,not-perturbed,140,9,0.120055,
nonsmooth,Smooth,perturbed,160,14,0.421642,226.562500
smooth,Additive+Smooth,not-perturbed,140,9,0.061589,9.765625
smooth,Convex only,not-perturbed,140,10,0.143518,
smooth,Additive,not-perturbed,140,10,0.118333,
smooth,Smooth,not-perturbed,140,4,0.071102,7.812500
smooth,Additive+Smooth,not-perturbed,140,10,0.062293,9.765625
smooth,Convex only,not-perturbed,140,11,0.137949,
smooth,Additive,not-perturbed,140,11,0.115800,
smooth,Smooth,not-perturbed,140,5,0.090448,9.765625
smooth,Additive+Smooth,not-perturbed,140,11,0.064536,10.742188
smooth,Convex only,not-perturbed,140,12,0.136762,
smooth,Additive,not-perturbed,140,12,0.114966,
nonsmooth,Smooth,perturbed,160,16,0.281063,27.343750
smooth,Additive+Smooth,not-perturbed,140,12,0.066240,10.742188
smooth,Convex only,not-perturbed,140,13,0.136321,
smooth,Additive,not-perturbed,140,13,0.114139,
smooth,Smooth,not-perturbed,140,9,0.091276,9.765625
smooth,Additive+Smooth,not-perturbed,140,13,0.059887,9.765625
smooth,Convex only,not-perturbed,140,14,0.141743,
smooth,Additive,not-perturbed,140,14,0.115554,
smooth,Smooth,not-perturbed,140,6,0.094040,9.765625
smooth,Additive+Smooth,not-perturbed,140,14,0.061547,9.765625
smooth,Convex only,not-perturbed,140,15,0.137772,
smooth,Additive,not-perturbed,140,15,0.114379,
smooth,Smooth,not-perturbed,140,7,0.083235,9.765625
smooth,Additive+Smooth,not-perturbed,140,15,0.065021,10.742188
smooth,Convex only,not-perturbed,140,16,0.145358,
smooth,Smooth,not-perturbed,140,10,0.090151,9.765625
smooth,Additive,not-perturbed,140,16,0.114266,
smooth,Smooth,not-perturbed,140,11,0.088766,9.765625
smooth,Convex only,not-perturbed,140,17,0.136486,
smooth,Additive,not-perturbed,140,17,0.113293,
smooth,Additive+Smooth,not-perturbed,140,16,0.070947,11.718750
smooth,Additive+Smooth,not-perturbed,140,17,0.060455,9.765625
smooth,Convex only,not-perturbed,140,18,0.142313,
smooth,Additive,not-perturbed,140,18,0.116235,
smooth,Smooth,not-perturbed,140,8,0.086329,9.765625
smooth,Smooth,not-perturbed,140,12,0.089099,9.765625
smooth,Additive+Smooth,not-perturbed,140,18,0.060623,9.765625
smooth,Convex only,not-perturbed,140,19,0.138571,
smooth,Additive,not-perturbed,140,19,0.112468,
smooth,Additive+Smooth,not-perturbed,140,19,0.060856,9.765625
smooth,Convex only,perturbed,140,0,0.141664,
smooth,Additive,perturbed,140,0,0.123727,
smooth,Smooth,not-perturbed,140,14,0.091944,9.765625
smooth,Additive+Smooth,perturbed,140,0,0.099575,31.250000
smooth,Smooth,not-perturbed,140,13,0.069949,7.812500
smooth,Convex only,perturbed,140,1,0.131385,
smooth,Additive,perturbed,140,1,0.124953,
smooth,Additive+Smooth,perturbed,140,1,0.096526,25.390625
smooth,Convex only,perturbed,140,2,0.138819,
smooth,Additive,perturbed,140,2,0.125099,
smooth,Smooth,not-perturbed,140,17,0.085937,9.765625
smooth,Additive+Smooth,perturbed,140,2,0.067227,9.765625
smooth,Smooth,not-perturbed,140,15,0.070449,7.812500
smooth,Convex only,perturbed,140,3,0.138147,
smooth,Additive,perturbed,140,3,0.124015,
smooth,Smooth,not-perturbed,140,16,0.089631,9.765625
smooth,Convex only,perturbed,140,4,0.135717,
smooth,Additive,perturbed,140,4,0.126408,
smooth,Additive+Smooth,perturbed,140,3,0.075580,10.742188
smooth,Additive+Smooth,perturbed,140,4,0.069609,10.742188
smooth,Convex only,perturbed,140,5,0.140162,
smooth,Additive,perturbed,140,5,0.129326,
smooth,Smooth,not-perturbed,140,19,0.090586,9.765625
smooth,Additive+Smooth,perturbed,140,5,0.100602,33.203125
smooth,Convex only,perturbed,140,6,0.140893,
smooth,Additive,perturbed,140,6,0.123173,
smooth,Smooth,not-perturbed,140,18,0.089590,9.765625
smooth,Additive+Smooth,perturbed,140,6,0.102189,34.179688
smooth,Convex only,perturbed,140,7,0.133587,
smooth,Additive,perturbed,140,7,0.118962,
smooth,Smooth,perturbed,140,3,0.101127,11.718750
smooth,Additive+Smooth,perturbed,140,7,0.081270,16.601562
smooth,Convex only,perturbed,140,8,0.140902,
smooth,Additive,perturbed,140,8,0.136435,
smooth,Smooth,perturbed,140,1,0.125932,21.484375
smooth,Additive+Smooth,perturbed,140,8,0.061541,7.812500
smooth,Convex only,perturbed,140,9,0.144662,
smooth,Additive,perturbed,140,9,0.132337,
smooth,Smooth,perturbed,140,2,0.102109,13.671875
smooth,Additive+Smooth,perturbed,140,9,0.113800,102.539062
smooth,Convex only,perturbed,140,10,0.138974,
smooth,Additive,perturbed,140,10,0.127429,
smooth,Smooth,perturbed,140,5,0.104287,13.671875
smooth,Smooth,perturbed,140,0,0.124729,19.531250
smooth,Convex only,perturbed,140,11,0.135498,
smooth,Additive,perturbed,140,11,0.127561,
smooth,Additive+Smooth,perturbed,140,10,0.108952,68.359375
smooth,Smooth,perturbed,140,4,0.121026,19.531250
smooth,Convex only,perturbed,140,12,0.138174,
smooth,Additive,perturbed,140,12,0.123689,
smooth,Additive+Smooth,perturbed,140,11,0.124598,222.656250
smooth,Additive+Smooth,perturbed,140,12,0.109548,70.312500
smooth,Convex only,perturbed,140,13,0.138287,
smooth,Additive,perturbed,140,13,0.126428,
smooth,Smooth,perturbed,140,6,0.123427,19.531250
smooth,Additive+Smooth,perturbed,140,13,0.104664,32.226562
smooth,Convex only,perturbed,140,14,0.143219,
smooth,Additive,perturbed,140,14,0.121992,
smooth,Smooth,perturbed,140,9,0.100594,11.718750
smooth,Additive+Smooth,perturbed,140,14,0.076458,11.718750
smooth,Convex only,perturbed,140,15,0.135317,
smooth,Additive,perturbed,140,15,0.127910,
smooth,Smooth,perturbed,140,7,0.091508,11.718750
smooth,Additive+Smooth,perturbed,140,15,0.059934,7.812500
smooth,Convex only,perturbed,140,16,0.142179,
smooth,Additive,perturbed,140,16,0.124194,
smooth,Smooth,perturbed,140,8,0.121034,21.484375
smooth,Additive+Smooth,perturbed,140,16,0.103384,36.132812
smooth,Convex only,perturbed,140,17,0.137529,
smooth,Additive,perturbed,140,17,0.125644,
smooth,Smooth,perturbed,140,10,0.107433,13.671875
smooth,Smooth,perturbed,140,12,0.122641,21.484375
smooth,Convex only,perturbed,140,18,0.137435,
smooth,Additive,perturbed,140,18,0.125119,
smooth,Additive+Smooth,perturbed,140,17,0.080593,13.671875
smooth,Additive+Smooth,perturbed,140,18,0.104247,47.851562
smooth,Convex only,perturbed,140,19,0.136279,
smooth,Additive,perturbed,140,19,0.123047,
smooth,Smooth,perturbed,140,11,0.102572,13.671875
smooth,Smooth,perturbed,140,15,0.095834,11.718750
nonsmooth,Convex only,not-perturbed,140,0,0.297329,
nonsmooth,Additive,not-perturbed,140,0,0.753344,
smooth,Smooth,perturbed,140,14,0.097931,11.718750
smooth,Smooth,perturbed,140,17,0.084372,9.765625
nonsmooth,Additive+Smooth,not-perturbed,140,0,0.746605,0.976562
nonsmooth,Convex only,not-perturbed,140,1,0.324216,
nonsmooth,Additive,not-perturbed,140,1,0.756340,
smooth,Additive+Smooth,perturbed,140,19,0.106931,91.796875
smooth,Smooth,perturbed,140,13,0.110475,13.671875
nonsmooth,Convex only,not-perturbed,140,2,0.289582,
nonsmooth,Additive,not-perturbed,140,2,0.767239,
nonsmooth,Additive+Smooth,not-perturbed,140,1,0.718433,0.976562
nonsmooth,Convex only,not-perturbed,140,3,0.302174,
nonsmooth,Additive,not-perturbed,140,3,0.768321,
nonsmooth,Additive+Smooth,not-perturbed,140,2,0.745095,0.976562
nonsmooth,Additive+Smooth,not-perturbed,140,3,0.743868,0.976562
nonsmooth,Convex only,not-perturbed,140,4,0.317245,
nonsmooth,Additive,not-perturbed,140,4,0.749943,
smooth,Smooth,perturbed,140,18,0.097600,11.718750
nonsmooth,Additive+Smooth,not-perturbed,140,4,0.728817,0.976562
nonsmooth,Convex only,not-perturbed,140,5,0.307238,
nonsmooth,Additive,not-perturbed,140,5,0.747287,
smooth,Smooth,perturbed,140,16,0.123207,21.484375
nonsmooth,Additive+Smooth,not-perturbed,140,5,0.713035,0.976562
nonsmooth,Convex only,not-perturbed,140,6,0.302864,
nonsmooth,Additive,not-perturbed,140,6,0.780518,
smooth,Smooth,perturbed,140,19,0.126562,21.484375
nonsmooth,Additive+Smooth,not-perturbed,140,6,0.729218,0.976562
nonsmooth,Convex only,not-perturbed,140,7,0.329868,
nonsmooth,Additive,not-perturbed,140,7,0.754674,
nonsmooth,Smooth,not-perturbed,140,1,0.323796,830.078125
nonsmooth,Additive+Smooth,not-perturbed,140,7,0.726944,0.976562
nonsmooth,Convex only,not-perturbed,140,8,0.289757,
nonsmooth,Additive,not-perturbed,140,8,0.759312,
nonsmooth,Smooth,not-perturbed,140,0,0.295472,970.703125
nonsmooth,Additive+Smooth,not-perturbed,140,8,0.741168,0.976562
nonsmooth,Convex only,not-perturbed,140,9,0.293567,
nonsmooth,Additive,not-perturbed,140,9,0.795711,
nonsmooth,Smooth,not-perturbed,140,5,0.305127,912.109375
nonsmooth,Additive+Smooth,not-perturbed,140,9,0.774727,0.976562
nonsmooth,Convex only,not-perturbed,140,10,0.299047,
nonsmooth,Additive,not-perturbed,140,10,0.732464,
nonsmooth,Smooth,not-perturbed,140,3,0.299660,962.890625
nonsmooth,Additive+Smooth,not-perturbed,140,10,0.704542,0.976562
nonsmooth,Convex only,not-perturbed,140,11,0.288125,
nonsmooth,Additive,not-perturbed,140,11,0.731168,
nonsmooth,Smooth,not-perturbed,140,4,0.315670,611.328125
nonsmooth,Additive+Smooth,not-perturbed,140,11,0.717575,0.976562
nonsmooth,Convex only,not-perturbed,140,12,0.303740,
nonsmooth,Additive,not-perturbed,140,12,0.733307,
nonsmooth,Smooth,not-perturbed,140,2,0.287554,906.250000
nonsmooth,Additive+Smooth,not-perturbed,140,12,0.724049,0.976562
nonsmooth,Convex only,not-perturbed,140,13,0.303415,
nonsmooth,Additive,not-perturbed,140,13,0.777988,
nonsmooth,Smooth,not-perturbed,140,8,0.287691,900.390625
nonsmooth,Additive+Smooth,not-perturbed,140,13,0.767984,0.976562
nonsmooth,Convex only,not-perturbed,140,14,0.298132,
nonsmooth,Additive,not-perturbed,140,14,0.753236,
nonsmooth,Smooth,not-perturbed,140,11,0.284926,720.703125
nonsmooth,Smooth,not-perturbed,140,10,0.294996,640.625000
nonsmooth,Additive+Smooth,not-perturbed,140,14,0.724449,0.976562
nonsmooth,Convex only,not-perturbed,140,15,0.324350,
nonsmooth,Additive,not-perturbed,140,15,0.744626,
nonsmooth,Additive+Smooth,not-perturbed,140,15,0.746275,0.976562
nonsmooth,Convex only,not-perturbed,140,16,0.301614,
nonsmooth,Additive,not-perturbed,140,16,0.742559,
nonsmooth,Smooth,not-perturbed,140,7,0.327924,837.890625
nonsmooth,Additive+Smooth,not-perturbed,140,16,0.709560,0.976562
nonsmooth,Convex only,not-perturbed,140,17,0.327478,
nonsmooth,Additive,not-perturbed,140,17,0.767381,
nonsmooth,Smooth,not-perturbed,140,6,0.301810,917.968750
nonsmooth,Smooth,not-perturbed,140,9,0.285261,765.625000
nonsmooth,Convex only,not-perturbed,140,18,0.319217,
nonsmooth,Additive+Smooth,not-perturbed,140,17,0.733379,0.976562
nonsmooth,Additive,not-perturbed,140,18,0.766937,
nonsmooth,Additive+Smooth,not-perturbed,140,18,0.716484,0.976562
nonsmooth,Convex only,not-perturbed,140,19,0.292316,
nonsmooth,Additive,not-perturbed,140,19,0.753510,
nonsmooth,Smooth,not-perturbed,140,12,0.301227,572.265625
nonsmooth,Additive+Smooth,not-perturbed,140,19,0.716160,0.976562
nonsmooth,Convex only,perturbed,140,0,0.385924,
nonsmooth,Additive,perturbed,140,0,0.751850,
nonsmooth,Smooth,not-perturbed,140,15,0.322360,564.453125
nonsmooth,Additive+Smooth,perturbed,140,0,0.742851,0.976562
nonsmooth,Convex only,perturbed,140,1,0.367388,
nonsmooth,Additive,perturbed,140,1,0.759019,
nonsmooth,Smooth,perturbed,140,1,0.242228,3.906250
nonsmooth,Smooth,not-perturbed,140,13,0.300319,636.718750
nonsmooth,Additive+Smooth,perturbed,140,1,0.719572,0.976562
nonsmooth,Additive,perturbed,140,2,0.771314,
nonsmooth,Convex only,perturbed,140,2,0.309579,
nonsmooth,Additive+Smooth,perturbed,140,2,0.742352,0.976562
nonsmooth,Smooth,perturbed,140,0,0.303892,3.906250
nonsmooth,Convex only,perturbed,140,3,0.302483,
nonsmooth,Additive,perturbed,140,3,0.769021,
nonsmooth,Additive+Smooth,perturbed,140,3,0.748152,0.976562
nonsmooth,Convex only,perturbed,140,4,0.403764,
nonsmooth,Additive,perturbed,140,4,0.753590,
nonsmooth,Smooth,not-perturbed,140,14,0.292040,966.796875
nonsmooth,Additive+Smooth,perturbed,140,4,0.732529,0.976562
nonsmooth,Convex only,perturbed,140,5,0.403591,
nonsmooth,Additive,perturbed,140,5,0.757729,
nonsmooth,Smooth,not-perturbed,140,16,0.297388,957.031250
nonsmooth,Additive+Smooth,perturbed,140,5,0.717263,0.976562
nonsmooth,Convex only,perturbed,140,6,0.439128,
nonsmooth,Additive,perturbed,140,6,0.786511,
nonsmooth,Smooth,not-perturbed,140,17,0.322117,755.859375
nonsmooth,Additive+Smooth,perturbed,140,6,0.731741,0.976562
nonsmooth,Convex only,perturbed,140,7,0.344955,
nonsmooth,Additive,perturbed,140,7,0.757572,
nonsmooth,Smooth,not-perturbed,140,19,0.290971,914.062500
nonsmooth,Additive+Smooth,perturbed,140,7,0.730081,0.976562
nonsmooth,Convex only,perturbed,140,8,0.402454,
nonsmooth,Additive,perturbed,140,8,0.754948,
nonsmooth,Smooth,perturbed,140,2,0.218003,3.906250
nonsmooth,Additive+Smooth,perturbed,140,8,0.743912,0.976562
nonsmooth,Convex only,perturbed,140,9,0.357301,
nonsmooth,Additive,perturbed,140,9,0.794597,
nonsmooth,Smooth,perturbed,140,5,0.220706,3.906250
nonsmooth,Additive+Smooth,perturbed,140,9,0.773092,0.976562
nonsmooth,Convex only,perturbed,140,10,0.390395,
nonsmooth,Additive,perturbed,140,10,0.734049,
nonsmooth,Smooth,perturbed,140,6,0.255894,3.906250
nonsmooth,Additive+Smooth,perturbed,140,10,0.707764,0.976562
nonsmooth,Smooth,perturbed,140,4,0.269566,3.906250
nonsmooth,Convex only,perturbed,140,11,0.411413,
nonsmooth,Additive,perturbed,140,11,0.744990,
nonsmooth,Additive+Smooth,perturbed,140,11,0.718679,0.976562
nonsmooth,Convex only,perturbed,140,12,0.430257,
nonsmooth,Additive,perturbed,140,12,0.735990,
nonsmooth,Smooth,perturbed,140,8,0.248543,3.906250
nonsmooth,Additive+Smooth,perturbed,140,12,0.724401,0.976562
nonsmooth,Convex only,perturbed,140,13,0.355911,
nonsmooth,Additive,perturbed,140,13,0.769442,
nonsmooth,Smooth,perturbed,140,3,0.332161,7.812500
nonsmooth,Additive+Smooth,perturbed,140,13,0.773022,0.976562
nonsmooth,Convex only,perturbed,140,14,0.325792,
nonsmooth,Additive,perturbed,140,14,0.747097,
nonsmooth,Smooth,perturbed,140,11,0.261149,3.906250
nonsmooth,Additive+Smooth,perturbed,140,14,0.727703,0.976562
nonsmooth,Convex only,perturbed,140,15,0.456819,
nonsmooth,Additive,perturbed,140,15,0.755708,
nonsmooth,Smooth,not-perturbed,140,18,0.315363,958.984375
nonsmooth,Smooth,perturbed,140,7,0.229732,5.859375
nonsmooth,Additive+Smooth,perturbed,140,15,0.748122,0.976562
nonsmooth,Additive,perturbed,140,16,0.746439,
nonsmooth,Convex only,perturbed,140,16,0.289161,
nonsmooth,Additive+Smooth,perturbed,140,16,0.716128,0.976562
nonsmooth,Convex only,perturbed,140,17,0.398506,
nonsmooth,Additive,perturbed,140,17,0.769865,
nonsmooth,Smooth,perturbed,140,9,0.444339,291.015625
nonsmooth,Additive+Smooth,perturbed,140,17,0.735240,0.976562
nonsmooth,Convex only,perturbed,140,18,0.446875,
nonsmooth,Additive,perturbed,140,18,0.769545,
nonsmooth,Smooth,perturbed,140,12,0.232823,3.906250
nonsmooth,Additive+Smooth,perturbed,140,18,0.718024,0.976562
nonsmooth,Convex only,perturbed,140,19,0.398147,
nonsmooth,Additive,perturbed,140,19,0.760219,
nonsmooth,Smooth,perturbed,140,10,0.273977,42.968750
nonsmooth,Additive+Smooth,perturbed,140,19,0.717051,0.976562
smooth,Convex only,not-perturbed,120,0,0.146812,
smooth,Additive,not-perturbed,120,0,0.118716,
nonsmooth,Smooth,perturbed,140,18,0.240485,3.906250
smooth,Additive+Smooth,not-perturbed,120,0,0.064701,9.765625
smooth,Convex only,not-perturbed,120,1,0.140559,
smooth,Additive,not-perturbed,120,1,0.117549,
nonsmooth,Smooth,perturbed,140,17,0.267419,3.906250
smooth,Additive+Smooth,not-perturbed,120,1,0.062436,9.765625
smooth,Convex only,not-perturbed,120,2,0.144338,
smooth,Additive,not-perturbed,120,2,0.117292,
nonsmooth,Smooth,perturbed,140,15,0.266201,11.718750
smooth,Additive+Smooth,not-perturbed,120,2,0.071783,11.718750
smooth,Convex only,not-perturbed,120,3,0.138752,
smooth,Smooth,not-perturbed,120,0,0.091475,9.765625
smooth,Additive,not-perturbed,120,3,0.117061,
nonsmooth,Smooth,perturbed,140,19,0.246056,3.906250
smooth,Convex only,not-perturbed,120,4,0.139584,
smooth,Additive,not-perturbed,120,4,0.115280,
smooth,Additive+Smooth,not-perturbed,120,3,0.067881,10.742188
smooth,Additive+Smooth,not-perturbed,120,4,0.065762,10.742188
smooth,Convex only,not-perturbed,120,5,0.145211,
smooth,Additive,not-perturbed,120,5,0.119348,
smooth,Smooth,not-perturbed,120,1,0.092527,9.765625
smooth,Additive+Smooth,not-perturbed,120,5,0.068676,10.742188
smooth,Convex only,not-perturbed,120,6,0.144040,
smooth,Additive,not-perturbed,120,6,0.117096,
nonsmooth,Smooth,perturbed,140,13,0.392413,156.250000
smooth,Additive+Smooth,not-perturbed,120,6,0.062624,9.765625
smooth,Convex only,not-perturbed,120,7,0.140889,
smooth,Additive,not-perturbed,120,7,0.112872,
smooth,Smooth,not-perturbed,120,3,0.095733,9.765625
smooth,Smooth,not-perturbed,120,5,0.092415,9.765625
smooth,Additive+Smooth,not-perturbed,120,7,0.061727,9.765625
smooth,Convex only,not-perturbed,120,8,0.148520,
smooth,Additive,not-perturbed,120,8,0.121226,
smooth,Smooth,not-perturbed,120,2,0.093435,9.765625
smooth,Additive+Smooth,not-perturbed,120,8,0.064534,9.765625
smooth,Additive,not-perturbed,120,9,0.125055,
smooth,Convex only,not-perturbed,120,9,0.150901,
smooth,Additive+Smooth,not-perturbed,120,9,0.066876,9.765625
smooth,Convex only,not-perturbed,120,10,0.145670,
smooth,Additive,not-perturbed,120,10,0.121004,
smooth,Smooth,not-perturbed,120,6,0.095872,9.765625
smooth,Additive+Smooth,not-perturbed,120,10,0.070263,10.742188
smooth,Smooth,not-perturbed,120,4,0.073525,7.812500
smooth,Convex only,not-perturbed,120,11,0.141704,
smooth,Additive,not-perturbed,120,11,0.119800,
smooth,Additive+Smooth,not-perturbed,120,11,0.068225,10.742188
smooth,Convex only,not-perturbed,120,12,0.139760,
smooth,Additive,not-perturbed,120,12,0.116969,
smooth,Smooth,not-perturbed,120,7,0.086639,9.765625
smooth,Additive+Smooth,not-perturbed,120,12,0.063308,9.765625
smooth,Convex only,not-perturbed,120,13,0.139999,
smooth,Additive,not-perturbed,120,13,0.119913,
smooth,Smooth,not-perturbed,120,8,0.087480,9.765625
smooth,Additive+Smooth,not-perturbed,120,13,0.063002,9.765625
smooth,Convex only,not-perturbed,120,14,0.143728,
smooth,Additive,not-perturbed,120,14,0.118700,
smooth,Smooth,not-perturbed,120,9,0.093497,9.765625
smooth,Additive+Smooth,not-perturbed,120,14,0.073251,11.718750
smooth,Convex only,not-perturbed,120,15,0.141990,
smooth,Additive,not-perturbed,120,15,0.117237,
smooth,Smooth,not-perturbed,120,11,0.075890,7.812500
smooth,Additive+Smooth,not-perturbed,120,15,0.061697,9.765625
smooth,Convex only,not-perturbed,120,16,0.148399,
smooth,Additive,not-perturbed,120,16,0.117320,
smooth,Smooth,not-perturbed,120,13,0.070844,7.812500
smooth,Additive+Smooth,not-perturbed,120,16,0.067793,10.742188
smooth,Convex only,not-perturbed,120,17,0.146060,
smooth,Additive,not-perturbed,120,17,0.114619,
smooth,Smooth,not-perturbed,120,10,0.093130,9.765625
smooth,Additive+Smooth,not-perturbed,120,17,0.074101,12.695312
smooth,Smooth,not-perturbed,120,12,0.089471,9.765625
smooth,Convex only,not-perturbed,120,18,0.141532,
smooth,Additive,not-perturbed,120,18,0.118713,
smooth,Additive+Smooth,not-perturbed,120,18,0.071548,11.718750
smooth,Convex only,not-perturbed,120,19,0.143222,
smooth,Additive,not-perturbed,120,19,0.117086,
smooth,Smooth,not-perturbed,120,15,0.073053,7.812500
smooth,Smooth,not-perturbed,120,14,0.093362,9.765625
smooth,Convex only,perturbed,120,0,0.146738,
smooth,Additive,perturbed,120,0,0.127165,
smooth,Additive+Smooth,not-perturbed,120,19,0.089298,19.531250
smooth,Additive+Smooth,perturbed,120,0,0.108508,38.085938
smooth,Convex only,perturbed,120,1,0.136703,
smooth,Additive,perturbed,120,1,0.127066,
smooth,Smooth,not-perturbed,120,16,0.090445,9.765625
