utility,model,regime,size,rep,RelL2,beta_star
nonsmooth,Additive+Smooth,not-perturbed,60,15,0.648947,0.976562
nonsmooth,Convex only,not-perturbed,60,16,0.401567,
nonsmooth,Additive,not-perturbed,60,16,0.690762,
nonsmooth,Smooth,not-perturbed,60,7,0.368885,863.281250
nonsmooth,Additive+Smooth,not-perturbed,60,16,0.648960,0.976562
nonsmooth,Convex only,not-perturbed,60,17,0.439426,
nonsmooth,Additive,not-perturbed,60,17,0.752924,
nonsmooth,Smooth,not-perturbed,60,14,0.363121,287.109375
nonsmooth,Additive+Smooth,not-perturbed,60,17,0.726607,0.976562
nonsmooth,Smooth,not-perturbed,60,10,0.365276,927.734375
nonsmooth,Convex only,not-perturbed,60,18,0.333342,
nonsmooth,Additive,not-perturbed,60,18,0.695145,
nonsmooth,Additive+Smooth,not-perturbed,60,18,0.651894,2.929688
nonsmooth,Convex only,not-perturbed,60,19,0.371393,
nonsmooth,Additive,not-perturbed,60,19,0.711882,
nonsmooth,Smooth,not-perturbed,60,13,0.280091,773.437500
nonsmooth,Additive+Smooth,not-perturbed,60,19,0.684160,0.976562
nonsmooth,Convex only,perturbed,60,0,0.424841,
nonsmooth,Additive,perturbed,60,0,0.716307,
nonsmooth,Smooth,not-perturbed,60,12,0.387707,402.343750
nonsmooth,Additive+Smooth,perturbed,60,0,0.672930,0.976562
nonsmooth,Convex only,perturbed,60,1,0.428876,
nonsmooth,Additive,perturbed,60,1,0.752316,
nonsmooth,Smooth,not-perturbed,60,15,0.284638,634.765625
nonsmooth,Additive+Smooth,perturbed,60,1,0.732940,0.976562
nonsmooth,Smooth,perturbed,60,0,0.265494,3.906250
nonsmooth,Additive,perturbed,60,2,0.708645,
nonsmooth,Convex only,perturbed,60,2,0.404086,
nonsmooth,Smooth,not-perturbed,60,11,0.344920,644.531250
nonsmooth,Additive+Smooth,perturbed,60,2,0.660476,0.976562
nonsmooth,Convex only,perturbed,60,3,0.441442,
nonsmooth,Additive,perturbed,60,3,0.674192,
nonsmooth,Additive+Smooth,perturbed,60,3,0.648861,0.976562
nonsmooth,Convex only,perturbed,60,4,0.408024,
nonsmooth,Additive,perturbed,60,4,0.680902,
nonsmooth,Smooth,perturbed,60,1,0.283051,3.906250
nonsmooth,Additive+Smooth,perturbed,60,4,0.665742,0.976562
nonsmooth,Convex only,perturbed,60,5,0.364156,
nonsmooth,Additive,perturbed,60,5,0.700487,
nonsmooth,Smooth,not-perturbed,60,16,0.303798,369.140625
nonsmooth,Additive+Smooth,perturbed,60,5,0.628427,0.976562
nonsmooth,Convex only,perturbed,60,6,0.509295,
nonsmooth,Smooth,perturbed,60,2,0.246264,3.906250
nonsmooth,Additive,perturbed,60,6,0.759071,
nonsmooth,Smooth,not-perturbed,60,18,0.335971,939.453125
nonsmooth,Convex only,perturbed,60,7,0.423819,
nonsmooth,Additive+Smooth,perturbed,60,6,0.718218,0.976562
nonsmooth,Additive,perturbed,60,7,0.707046,
nonsmooth,Additive+Smooth,perturbed,60,7,0.668388,1.953125
nonsmooth,Smooth,not-perturbed,60,19,0.371160,968.750000
nonsmooth,Convex only,perturbed,60,8,0.284018,
nonsmooth,Additive,perturbed,60,8,0.745728,
nonsmooth,Smooth,not-perturbed,60,17,0.383523,701.171875
nonsmooth,Convex only,perturbed,60,9,0.464975,
nonsmooth,Additive+Smooth,perturbed,60,8,0.717859,0.976562
nonsmooth,Additive,perturbed,60,9,0.642459,
nonsmooth,Smooth,perturbed,60,3,0.295555,3.906250
nonsmooth,Convex only,perturbed,60,10,0.374600,
nonsmooth,Additive+Smooth,perturbed,60,9,0.610428,0.976562
nonsmooth,Additive,perturbed,60,10,0.729010,
nonsmooth,Additive+Smooth,perturbed,60,10,0.684775,0.976562
nonsmooth,Convex only,perturbed,60,11,0.353932,
nonsmooth,Additive,perturbed,60,11,0.714341,
nonsmooth,Smooth,perturbed,60,5,0.268534,3.906250
nonsmooth,Smooth,perturbed,60,6,0.316369,3.906250
nonsmooth,Convex only,perturbed,60,12,0.489326,
nonsmooth,Additive,perturbed,60,12,0.708467,
nonsmooth,Smooth,perturbed,60,7,0.282172,3.906250
nonsmooth,Additive+Smooth,perturbed,60,12,0.668010,0.976562
nonsmooth,Smooth,perturbed,60,9,0.219987,1.953125
nonsmooth,Additive+Smooth,perturbed,60,11,0.717030,110.351562
nonsmooth,Additive,perturbed,60,13,0.707848,
nonsmooth,Convex only,perturbed,60,13,0.403220,
nonsmooth,Convex only,perturbed,60,14,0.360566,
nonsmooth,Additive,perturbed,60,14,0.717373,
nonsmooth,Additive+Smooth,perturbed,60,13,0.663981,0.976562
nonsmooth,Additive+Smooth,perturbed,60,14,0.672969,0.976562
nonsmooth,Convex only,perturbed,60,15,0.458132,
nonsmooth,Additive,perturbed,60,15,0.689600,
nonsmooth,Smooth,perturbed,60,4,0.406145,667.968750
nonsmooth,Additive+Smooth,perturbed,60,15,0.646611,0.976562
nonsmooth,Convex only,perturbed,60,16,0.410078,
nonsmooth,Additive,perturbed,60,16,0.689488,
nonsmooth,Smooth,perturbed,60,12,0.234266,1.953125
nonsmooth,Additive+Smooth,perturbed,60,16,0.651337,0.976562
nonsmooth,Convex only,perturbed,60,17,0.467845,
nonsmooth,Additive,perturbed,60,17,0.755384,
nonsmooth,Smooth,perturbed,60,14,0.289757,3.906250
nonsmooth,Smooth,perturbed,60,10,0.305114,11.718750
nonsmooth,Convex only,perturbed,60,18,0.344739,
nonsmooth,Additive+Smooth,perturbed,60,17,0.731375,0.976562
nonsmooth,Additive,perturbed,60,18,0.697718,
nonsmooth,Smooth,perturbed,60,15,0.328260,3.906250
nonsmooth,Convex only,perturbed,60,19,0.408659,
nonsmooth,Additive+Smooth,perturbed,60,18,0.640168,0.976562
nonsmooth,Additive,perturbed,60,19,0.711916,
nonsmooth,Smooth,perturbed,60,13,0.235712,3.906250
smooth,Convex only,not-perturbed,40,0,0.179754,
smooth,Additive,not-perturbed,40,0,0.158559,
nonsmooth,Additive+Smooth,perturbed,60,19,0.686009,0.976562
nonsmooth,Smooth,perturbed,60,8,0.412120,269.531250
smooth,Convex only,not-perturbed,40,1,0.180133,
smooth,Additive+Smooth,not-perturbed,40,0,0.090904,10.742188
smooth,Additive,not-perturbed,40,1,0.157681,
smooth,Additive+Smooth,not-perturbed,40,1,0.085078,9.765625
smooth,Convex only,not-perturbed,40,2,0.189661,
smooth,Additive,not-perturbed,40,2,0.152736,
nonsmooth,Smooth,perturbed,60,11,0.375852,99.609375
smooth,Additive+Smooth,not-perturbed,40,2,0.092328,10.742188
smooth,Convex only,not-perturbed,40,3,0.179631,
smooth,Smooth,not-perturbed,40,0,0.108406,7.812500
smooth,Additive,not-perturbed,40,3,0.147353,
smooth,Smooth,not-perturbed,40,1,0.106183,7.812500
nonsmooth,Smooth,perturbed,60,17,0.302779,3.906250
smooth,Convex only,not-perturbed,40,4,0.190684,
smooth,Additive+Smooth,not-perturbed,40,3,0.084796,10.742188
smooth,Additive,not-perturbed,40,4,0.160065,
smooth,Convex only,not-perturbed,40,5,0.180917,
smooth,Additive,not-perturbed,40,5,0.150883,
smooth,Additive+Smooth,not-perturbed,40,4,0.098192,11.718750
smooth,Smooth,not-perturbed,40,2,0.123557,9.765625
smooth,Convex only,not-perturbed,40,6,0.178258,
smooth,Additive+Smooth,not-perturbed,40,5,0.098329,12.695312
smooth,Additive,not-perturbed,40,6,0.152553,
smooth,Additive+Smooth,not-perturbed,40,6,0.116129,19.531250
smooth,Convex only,not-perturbed,40,7,0.176857,
smooth,Additive,not-perturbed,40,7,0.147868,
smooth,Smooth,not-perturbed,40,3,0.104327,7.812500
smooth,Smooth,not-perturbed,40,4,0.100101,7.812500
smooth,Convex only,not-perturbed,40,8,0.186599,
smooth,Additive,not-perturbed,40,8,0.158719,
smooth,Additive+Smooth,not-perturbed,40,7,0.087763,10.742188
nonsmooth,Smooth,perturbed,60,19,0.272524,3.906250
smooth,Smooth,not-perturbed,40,5,0.104401,7.812500
smooth,Additive,not-perturbed,40,9,0.155511,
smooth,Convex only,not-perturbed,40,9,0.178303,
smooth,Additive+Smooth,not-perturbed,40,8,0.092480,10.742188
smooth,Additive+Smooth,not-perturbed,40,9,0.083602,9.765625
smooth,Convex only,not-perturbed,40,10,0.181542,
smooth,Additive,not-perturbed,40,10,0.157050,
smooth,Smooth,not-perturbed,40,6,0.097032,7.812500
smooth,Convex only,not-perturbed,40,11,0.180685,
smooth,Additive,not-perturbed,40,11,0.155865,
smooth,Additive+Smooth,not-perturbed,40,10,0.138409,40.039062
smooth,Additive+Smooth,not-perturbed,40,11,0.090820,10.742188
smooth,Convex only,not-perturbed,40,12,0.181154,
smooth,Smooth,not-perturbed,40,7,0.094693,7.812500
smooth,Additive,not-perturbed,40,12,0.150303,
smooth,Additive+Smooth,not-perturbed,40,12,0.080831,9.765625
smooth,Convex only,not-perturbed,40,13,0.175670,
smooth,Additive,not-perturbed,40,13,0.151162,
smooth,Smooth,not-perturbed,40,8,0.101101,7.812500
smooth,Smooth,not-perturbed,40,9,0.094662,7.812500
smooth,Convex only,not-perturbed,40,14,0.189078,
smooth,Additive,not-perturbed,40,14,0.152089,
smooth,Additive+Smooth,not-perturbed,40,13,0.082892,9.765625
smooth,Smooth,not-perturbed,40,10,0.104766,7.812500
smooth,Convex only,not-perturbed,40,15,0.174103,
smooth,Additive,not-perturbed,40,15,0.146604,
smooth,Additive+Smooth,not-perturbed,40,14,0.093329,11.718750
smooth,Smooth,not-perturbed,40,11,0.101533,7.812500
smooth,Convex only,not-perturbed,40,16,0.175012,
smooth,Additive,not-perturbed,40,16,0.150007,
smooth,Additive+Smooth,not-perturbed,40,15,0.085646,10.742188
smooth,Smooth,not-perturbed,40,12,0.090368,7.812500
smooth,Additive+Smooth,not-perturbed,40,16,0.085543,9.765625
smooth,Convex only,not-perturbed,40,17,0.191802,
smooth,Additive,not-perturbed,40,17,0.157522,
smooth,Additive+Smooth,not-perturbed,40,17,0.101954,12.695312
smooth,Convex only,not-perturbed,40,18,0.188164,
smooth,Smooth,not-perturbed,40,13,0.094718,7.812500
nonsmooth,Smooth,perturbed,60,16,0.389908,242.187500
smooth,Additive,not-perturbed,40,18,0.162545,
smooth,Convex only,not-perturbed,40,19,0.199229,
smooth,Additive,not-perturbed,40,19,0.159290,
smooth,Smooth,not-perturbed,40,14,0.111751,7.812500
smooth,Additive+Smooth,not-perturbed,40,18,0.092816,10.742188
smooth,Convex only,perturbed,40,0,0.191572,
smooth,Additive,perturbed,40,0,0.167196,
smooth,Additive+Smooth,not-perturbed,40,19,0.097475,11.718750
smooth,Smooth,not-perturbed,40,15,0.095119,7.812500
smooth,Convex only,perturbed,40,1,0.185300,
smooth,Additive,perturbed,40,1,0.166133,
smooth,Additive+Smooth,perturbed,40,0,0.133569,27.343750
smooth,Smooth,not-perturbed,40,16,0.097309,7.812500
smooth,Convex only,perturbed,40,2,0.187834,
smooth,Additive+Smooth,perturbed,40,1,0.089155,9.765625
smooth,Additive,perturbed,40,2,0.165970,
smooth,Smooth,not-perturbed,40,17,0.096935,7.812500
smooth,Convex only,perturbed,40,3,0.177639,
smooth,Additive+Smooth,perturbed,40,2,0.084204,8.789062
smooth,Additive,perturbed,40,3,0.154504,
smooth,Smooth,not-perturbed,40,18,0.105008,7.812500
smooth,Additive+Smooth,perturbed,40,3,0.118868,20.507812
smooth,Convex only,perturbed,40,4,0.188592,
smooth,Additive,perturbed,40,4,0.165195,
smooth,Smooth,not-perturbed,40,19,0.090251,7.812500
smooth,Convex only,perturbed,40,5,0.184974,
smooth,Additive,perturbed,40,5,0.160512,
smooth,Additive+Smooth,perturbed,40,4,0.081143,8.789062
nonsmooth,Smooth,perturbed,60,18,0.340779,621.093750
smooth,Convex only,perturbed,40,6,0.183657,
smooth,Additive,perturbed,40,6,0.159901,
smooth,Additive+Smooth,perturbed,40,5,0.117259,19.531250
smooth,Smooth,perturbed,40,1,0.101231,7.812500
smooth,Smooth,perturbed,40,0,0.146688,11.718750
smooth,Convex only,perturbed,40,7,0.176182,
smooth,Additive,perturbed,40,7,0.156942,
smooth,Smooth,perturbed,40,2,0.121529,9.765625
smooth,Additive+Smooth,perturbed,40,6,0.125971,25.390625
smooth,Additive+Smooth,perturbed,40,7,0.099126,12.695312
smooth,Convex only,perturbed,40,8,0.189452,
smooth,Additive,perturbed,40,8,0.176882,
smooth,Convex only,perturbed,40,9,0.186445,
smooth,Additive,perturbed,40,9,0.164194,
smooth,Additive+Smooth,perturbed,40,8,0.125666,19.531250
smooth,Smooth,perturbed,40,3,0.125184,9.765625
smooth,Convex only,perturbed,40,10,0.179493,
smooth,Additive,perturbed,40,10,0.163128,
smooth,Additive+Smooth,perturbed,40,9,0.111635,15.625000
smooth,Smooth,perturbed,40,4,0.100355,7.812500
smooth,Convex only,perturbed,40,11,0.188311,
smooth,Additive,perturbed,40,11,0.165010,
smooth,Additive+Smooth,perturbed,40,10,0.106639,12.695312
smooth,Smooth,perturbed,40,5,0.103609,7.812500
smooth,Convex only,perturbed,40,12,0.177023,
smooth,Smooth,perturbed,40,6,0.124747,9.765625
smooth,Additive,perturbed,40,12,0.156604,
smooth,Additive+Smooth,perturbed,40,11,0.108802,14.648438
smooth,Smooth,perturbed,40,7,0.117196,9.765625
smooth,Convex only,perturbed,40,13,0.183338,
smooth,Additive,perturbed,40,13,0.158848,
smooth,Additive+Smooth,perturbed,40,12,0.151639,172.851562
smooth,Convex only,perturbed,40,14,0.181169,
smooth,Smooth,perturbed,40,8,0.134489,9.765625
smooth,Additive,perturbed,40,14,0.155081,
smooth,Additive+Smooth,perturbed,40,13,0.131411,31.250000
smooth,Convex only,perturbed,40,15,0.175423,
smooth,Smooth,perturbed,40,9,0.095344,7.812500
smooth,Additive,perturbed,40,15,0.155646,
smooth,Additive+Smooth,perturbed,40,14,0.120151,21.484375
smooth,Convex only,perturbed,40,16,0.180193,
smooth,Additive,perturbed,40,16,0.160041,
smooth,Smooth,perturbed,40,10,0.126060,9.765625
smooth,Additive+Smooth,perturbed,40,15,0.137583,59.570312
smooth,Convex only,perturbed,40,17,0.187041,
smooth,Additive,perturbed,40,17,0.163756,
smooth,Additive+Smooth,perturbed,40,16,0.143594,75.195312
smooth,Smooth,perturbed,40,11,0.094974,7.812500
smooth,Convex only,perturbed,40,18,0.191709,
smooth,Additive,perturbed,40,18,0.166871,
smooth,Smooth,perturbed,40,12,0.096350,7.812500
smooth,Additive+Smooth,perturbed,40,17,0.129940,25.390625
smooth,Convex only,perturbed,40,19,0.196396,
smooth,Additive,perturbed,40,19,0.162683,
smooth,Additive+Smooth,perturbed,40,18,0.144751,42.968750
smooth,Smooth,perturbed,40,13,0.138541,13.671875
smooth,Smooth,perturbed,40,14,0.119905,7.812500
nonsmooth,Convex only,not-perturbed,40,0,0.444002,
nonsmooth,Additive,not-perturbed,40,0,0.726214,
smooth,Additive+Smooth,perturbed,40,19,0.124914,21.484375
nonsmooth,Convex only,not-perturbed,40,1,0.438627,
smooth,Smooth,perturbed,40,15,0.094408,7.812500
nonsmooth,Additive,not-perturbed,40,1,0.752025,
nonsmooth,Additive+Smooth,not-perturbed,40,0,0.702220,3.906250
nonsmooth,Convex only,not-perturbed,40,2,0.432769,
nonsmooth,Additive,not-perturbed,40,2,0.693313,
nonsmooth,Additive+Smooth,not-perturbed,40,1,0.704559,0.976562
smooth,Smooth,perturbed,40,17,0.115597,9.765625
smooth,Smooth,perturbed,40,16,0.143395,13.671875
nonsmooth,Additive+Smooth,not-perturbed,40,2,0.613347,0.976562
nonsmooth,Convex only,not-perturbed,40,3,0.416301,
nonsmooth,Additive,not-perturbed,40,3,0.665812,
nonsmooth,Convex only,not-perturbed,40,4,0.460432,
nonsmooth,Additive,not-perturbed,40,4,0.691965,
smooth,Smooth,perturbed,40,18,0.136315,9.765625
nonsmooth,Additive+Smooth,not-perturbed,40,3,0.590461,0.976562
nonsmooth,Convex only,not-perturbed,40,5,0.401516,
nonsmooth,Additive,not-perturbed,40,5,0.655887,
nonsmooth,Additive+Smooth,not-perturbed,40,4,0.619723,0.976562
nonsmooth,Additive+Smooth,not-perturbed,40,5,0.574647,0.976562
nonsmooth,Convex only,not-perturbed,40,6,0.412960,
smooth,Smooth,perturbed,40,19,0.122737,11.718750
nonsmooth,Additive,not-perturbed,40,6,0.746641,
nonsmooth,Additive+Smooth,not-perturbed,40,6,0.713341,0.976562
nonsmooth,Convex only,not-perturbed,40,7,0.458411,
nonsmooth,Additive,not-perturbed,40,7,0.678520,
nonsmooth,Smooth,not-perturbed,40,3,0.375772,35.156250
nonsmooth,Additive+Smooth,not-perturbed,40,7,0.621109,0.976562
nonsmooth,Convex only,not-perturbed,40,8,0.424149,
nonsmooth,Additive,not-perturbed,40,8,0.686455,
nonsmooth,Smooth,not-perturbed,40,0,0.429787,251.953125
nonsmooth,Additive+Smooth,not-perturbed,40,8,0.649995,2.929688
nonsmooth,Convex only,not-perturbed,40,9,0.428643,
nonsmooth,Additive,not-perturbed,40,9,0.541847,
nonsmooth,Smooth,not-perturbed,40,1,0.349263,119.140625
nonsmooth,Smooth,not-perturbed,40,2,0.365064,578.125000
nonsmooth,Additive+Smooth,not-perturbed,40,9,0.547022,0.976562
nonsmooth,Convex only,not-perturbed,40,10,0.422119,
nonsmooth,Additive,not-perturbed,40,10,0.624723,
nonsmooth,Additive+Smooth,not-perturbed,40,10,0.600936,1.953125
nonsmooth,Convex only,not-perturbed,40,11,0.384540,
nonsmooth,Additive,not-perturbed,40,11,0.716873,
nonsmooth,Smooth,not-perturbed,40,5,0.387784,890.625000
nonsmooth,Additive+Smooth,not-perturbed,40,11,0.658213,0.976562
nonsmooth,Convex only,not-perturbed,40,12,0.442992,
nonsmooth,Smooth,not-perturbed,40,4,0.452706,535.156250
nonsmooth,Additive,not-perturbed,40,12,0.701456,
nonsmooth,Additive+Smooth,not-perturbed,40,12,0.652255,0.976562
nonsmooth,Convex only,not-perturbed,40,13,0.399781,
nonsmooth,Additive,not-perturbed,40,13,0.650117,
nonsmooth,Smooth,not-perturbed,40,6,0.377041,261.718750
nonsmooth,Additive+Smooth,not-perturbed,40,13,0.606840,0.976562
nonsmooth,Convex only,not-perturbed,40,14,0.368630,
nonsmooth,Smooth,not-perturbed,40,7,0.351148,431.640625
nonsmooth,Additive,not-perturbed,40,14,0.697727,
nonsmooth,Additive+Smooth,not-perturbed,40,14,0.653542,0.976562
nonsmooth,Convex only,not-perturbed,40,15,0.397089,
nonsmooth,Additive,not-perturbed,40,15,0.682368,
nonsmooth,Smooth,not-perturbed,40,8,0.405213,673.828125
nonsmooth,Additive+Smooth,not-perturbed,40,15,0.663053,3.906250
nonsmooth,Convex only,not-perturbed,40,16,0.499362,
nonsmooth,Additive,not-perturbed,40,16,0.617792,
nonsmooth,Smooth,not-perturbed,40,9,0.370226,421.875000
nonsmooth,Smooth,not-perturbed,40,11,0.287072,25.390625
nonsmooth,Convex only,not-perturbed,40,17,0.439785,
nonsmooth,Additive,not-perturbed,40,17,0.750919,
nonsmooth,Additive+Smooth,not-perturbed,40,16,0.613357,0.976562
nonsmooth,Additive+Smooth,not-perturbed,40,17,0.726592,0.976562
nonsmooth,Convex only,not-perturbed,40,18,0.368118,
nonsmooth,Additive,not-perturbed,40,18,0.642111,
nonsmooth,Smooth,not-perturbed,40,10,0.399420,820.312500
nonsmooth,Smooth,not-perturbed,40,12,0.299844,269.531250
nonsmooth,Convex only,not-perturbed,40,19,0.386580,
nonsmooth,Additive,not-perturbed,40,19,0.686055,
nonsmooth,Additive+Smooth,not-perturbed,40,18,0.599754,2.929688
nonsmooth,Smooth,not-perturbed,40,14,0.362500,37.109375
nonsmooth,Additive+Smooth,not-perturbed,40,19,0.649930,0.976562
nonsmooth,Convex only,perturbed,40,0,0.464128,
nonsmooth,Additive,perturbed,40,0,0.724549,
nonsmooth,Smooth,not-perturbed,40,13,0.333204,320.312500
nonsmooth,Additive+Smooth,perturbed,40,0,0.706454,3.906250
nonsmooth,Convex only,perturbed,40,1,0.471220,
nonsmooth,Additive,perturbed,40,1,0.759805,
nonsmooth,Additive+Smooth,perturbed,40,1,0.705710,0.976562
nonsmooth,Convex only,perturbed,40,2,0.415763,
nonsmooth,Additive,perturbed,40,2,0.699727,
nonsmooth,Smooth,not-perturbed,40,16,0.375334,265.625000
nonsmooth,Smooth,not-perturbed,40,15,0.284386,300.781250
nonsmooth,Convex only,perturbed,40,3,0.553129,
nonsmooth,Additive+Smooth,perturbed,40,2,0.614212,0.976562
nonsmooth,Additive,perturbed,40,3,0.665654,
nonsmooth,Additive+Smooth,perturbed,40,3,0.587916,0.976562
nonsmooth,Convex only,perturbed,40,4,0.464232,
nonsmooth,Additive,perturbed,40,4,0.698535,
nonsmooth,Smooth,perturbed,40,2,0.292609,5.859375
nonsmooth,Additive+Smooth,perturbed,40,4,0.620419,0.976562
nonsmooth,Convex only,perturbed,40,5,0.522552,
nonsmooth,Additive,perturbed,40,5,0.641894,
nonsmooth,Smooth,perturbed,40,1,0.321701,7.812500
nonsmooth,Smooth,not-perturbed,40,19,0.341522,289.062500
nonsmooth,Convex only,perturbed,40,6,0.575214,
nonsmooth,Additive+Smooth,perturbed,40,5,0.574339,0.976562
nonsmooth,Additive,perturbed,40,6,0.750861,
nonsmooth,Additive+Smooth,perturbed,40,6,0.721320,0.976562
nonsmooth,Convex only,perturbed,40,7,0.438571,
nonsmooth,Smooth,perturbed,40,3,0.325985,3.906250
nonsmooth,Additive,perturbed,40,7,0.680952,
nonsmooth,Smooth,not-perturbed,40,17,0.366044,697.265625
nonsmooth,Smooth,not-perturbed,40,18,0.303992,396.484375
nonsmooth,Convex only,perturbed,40,8,0.321945,
nonsmooth,Additive,perturbed,40,8,0.685315,
nonsmooth,Additive+Smooth,perturbed,40,7,0.625617,0.976562
nonsmooth,Convex only,perturbed,40,9,0.530121,
nonsmooth,Additive+Smooth,perturbed,40,8,0.638131,1.953125
nonsmooth,Additive,perturbed,40,9,0.531974,
nonsmooth,Smooth,perturbed,40,0,0.400081,78.125000
nonsmooth,Convex only,perturbed,40,10,0.436514,
nonsmooth,Additive,perturbed,40,10,0.629525,
nonsmooth,Additive+Smooth,perturbed,40,9,0.542476,0.976562
nonsmooth,Smooth,perturbed,40,5,0.349571,3.906250
nonsmooth,Smooth,perturbed,40,4,0.379324,41.015625
nonsmooth,Additive+Smooth,perturbed,40,10,0.601679,1.953125
nonsmooth,Additive,perturbed,40,11,0.718930,
nonsmooth,Convex only,perturbed,40,11,0.359653,
nonsmooth,Convex only,perturbed,40,12,0.459963,
nonsmooth,Additive+Smooth,perturbed,40,11,0.656048,0.976562
nonsmooth,Additive,perturbed,40,12,0.704821,
nonsmooth,Smooth,perturbed,40,6,0.312691,3.906250
nonsmooth,Convex only,perturbed,40,13,0.406940,
nonsmooth,Smooth,perturbed,40,7,0.268610,1.953125
nonsmooth,Additive,perturbed,40,13,0.647548,
nonsmooth,Additive+Smooth,perturbed,40,12,0.656063,0.976562
nonsmooth,Convex only,perturbed,40,14,0.361392,
nonsmooth,Additive,perturbed,40,14,0.699996,
nonsmooth,Additive+Smooth,perturbed,40,13,0.606251,0.976562
nonsmooth,Smooth,perturbed,40,9,0.241095,1.953125
nonsmooth,Convex only,perturbed,40,15,0.493332,
nonsmooth,Additive,perturbed,40,15,0.690108,
nonsmooth,Additive+Smooth,perturbed,40,14,0.653620,0.976562
nonsmooth,Smooth,perturbed,40,10,0.262798,3.906250
nonsmooth,Additive+Smooth,perturbed,40,15,0.667898,3.906250
nonsmooth,Convex only,perturbed,40,16,0.514065,
nonsmooth,Additive,perturbed,40,16,0.622963,
nonsmooth,Additive+Smooth,perturbed,40,16,0.615558,0.976562
nonsmooth,Smooth,perturbed,40,11,0.301958,5.859375
nonsmooth,Convex only,perturbed,40,17,0.503807,
nonsmooth,Additive,perturbed,40,17,0.753478,
nonsmooth,Additive+Smooth,perturbed,40,17,0.734343,0.976562
nonsmooth,Convex only,perturbed,40,18,0.379684,
nonsmooth,Smooth,perturbed,40,12,0.312902,3.906250
nonsmooth,Additive,perturbed,40,18,0.642918,
nonsmooth,Smooth,perturbed,40,13,0.307909,3.906250
nonsmooth,Convex only,perturbed,40,19,0.479139,
nonsmooth,Smooth,perturbed,40,14,0.306308,3.906250
nonsmooth,Smooth,perturbed,40,8,0.406158,269.531250
nonsmooth,Additive,perturbed,40,19,0.676312,
nonsmooth,Additive+Smooth,perturbed,40,18,0.603606,1.953125
smooth,Convex only,not-perturbed,20,0,0.229243,
smooth,Additive,not-perturbed,20,0,0.186655,
nonsmooth,Additive+Smooth,perturbed,40,19,0.653294,0.976562
nonsmooth,Smooth,perturbed,40,15,0.334129,3.906250
smooth,Convex only,not-perturbed,20,1,0.213971,
smooth,Additive,not-perturbed,20,1,0.196622,
smooth,Additive+Smooth,not-perturbed,20,0,0.116342,12.695312
smooth,Convex only,not-perturbed,20,2,0.222100,
smooth,Additive,not-perturbed,20,2,0.190528,
smooth,Additive+Smooth,not-perturbed,20,1,0.115479,10.742188
smooth,Smooth,not-perturbed,20,0,0.104912,7.812500
smooth,Additive+Smooth,not-perturbed,20,2,0.104943,9.765625
nonsmooth,Smooth,perturbed,40,16,0.322204,3.906250
smooth,Convex only,not-perturbed,20,3,0.222862,
smooth,Additive,not-perturbed,20,3,0.197751,
smooth,Convex only,not-perturbed,20,4,0.255547,
smooth,Additive,not-perturbed,20,4,0.201197,
smooth,Smooth,not-perturbed,20,1,0.137082,7.812500
smooth,Additive+Smooth,not-perturbed,20,3,0.136150,13.671875
smooth,Convex only,not-perturbed,20,5,0.218662,
smooth,Smooth,not-perturbed,20,2,0.121879,7.812500
smooth,Additive,not-perturbed,20,5,0.185771,
nonsmooth,Smooth,perturbed,40,17,0.314367,3.906250
smooth,Convex only,not-perturbed,20,6,0.216121,
smooth,Additive+Smooth,not-perturbed,20,4,0.131895,13.671875
smooth,Additive,not-perturbed,20,6,0.183852,
smooth,Additive+Smooth,not-perturbed,20,5,0.110079,10.742188
smooth,Convex only,not-perturbed,20,7,0.223187,
smooth,Smooth,not-perturbed,20,3,0.142732,7.812500
smooth,Additive,not-perturbed,20,7,0.184888,
smooth,Additive+Smooth,not-perturbed,20,6,0.106960,10.742188
smooth,Convex only,not-perturbed,20,8,0.230456,
smooth,Smooth,not-perturbed,20,4,0.118746,7.812500
smooth,Additive,not-perturbed,20,8,0.192538,
nonsmooth,Smooth,perturbed,40,19,0.315859,3.906250
smooth,Additive+Smooth,not-perturbed,20,7,0.110711,10.742188
smooth,Convex only,not-perturbed,20,9,0.202147,
smooth,Additive,not-perturbed,20,9,0.177753,
smooth,Smooth,not-perturbed,20,5,0.118070,7.812500
smooth,Convex only,not-perturbed,20,10,0.218132,
smooth,Smooth,not-perturbed,20,6,0.110815,7.812500
smooth,Additive,not-perturbed,20,10,0.182259,
smooth,Additive+Smooth,not-perturbed,20,8,0.136998,15.625000
smooth,Convex only,not-perturbed,20,11,0.226570,
smooth,Additive+Smooth,not-perturbed,20,9,0.096610,9.765625
smooth,Additive,not-perturbed,20,11,0.189480,
smooth,Smooth,not-perturbed,20,7,0.112124,7.812500
smooth,Additive+Smooth,not-perturbed,20,10,0.162604,47.851562
smooth,Convex only,not-perturbed,20,12,0.203396,
smooth,Additive,not-perturbed,20,12,0.174521,
smooth,Additive+Smooth,not-perturbed,20,11,0.124536,12.695312
smooth,Smooth,not-perturbed,20,8,0.123335,7.812500
smooth,Convex only,not-perturbed,20,13,0.214368,
smooth,Additive,not-perturbed,20,13,0.181548,
smooth,Smooth,not-perturbed,20,9,0.105975,7.812500
nonsmooth,Smooth,perturbed,40,18,0.352487,35.156250
smooth,Additive+Smooth,not-perturbed,20,12,0.115420,13.671875
