rep,training_size,model,RelL2,beta_star
6,180,Additive+Smooth,0.1074,810.5469
6,200,Additive+Smooth,0.1032,809.0820
7,20,Additive+Smooth,0.1218,10.5469
7,40,Additive+Smooth,0.1439,11.1328
7,60,Additive+Smooth,0.1361,11.1328
7,80,Additive+Smooth,0.1309,16.9922
7,100,Additive+Smooth,0.0927,27.8320
7,120,Additive+Smooth,0.1206,779.7852
7,140,Additive+Smooth,0.1190,570.3125
7,160,Additive+Smooth,0.0875,21.9727
7,180,Additive+Smooth,0.0879,21.9727
7,200,Additive+Smooth,0.0877,21.9727
8,20,Additive+Smooth,0.1497,342.1875
8,40,Additive+Smooth,0.0918,784.1797
8,60,Additive+Smooth,0.0944,797.3633
8,80,Additive+Smooth,0.1166,802.7344
8,100,Additive+Smooth,0.1129,793.4570
8,120,Additive+Smooth,0.1073,782.2266
8,140,Additive+Smooth,0.1068,785.6445
8,160,Additive+Smooth,0.1028,802.7344
8,180,Additive+Smooth,0.1042,803.2227
8,200,Additive+Smooth,0.1098,68.8477
9,20,Additive+Smooth,0.1188,250.0000
9,40,Additive+Smooth,0.1079,716.3086
9,60,Additive+Smooth,0.1128,649.4141
9,80,Additive+Smooth,0.1159,155.7617
9,100,Additive+Smooth,0.1150,764.6484
9,120,Additive+Smooth,0.1078,795.4102
9,140,Additive+Smooth,0.1070,803.2227
9,160,Additive+Smooth,0.1022,808.1055
9,180,Additive+Smooth,0.0899,24.4141
9,200,Additive+Smooth,0.1113,813.9648
10,20,Additive+Smooth,0.1646,38.0859
10,40,Additive+Smooth,0.0842,18.5547
10,60,Additive+Smooth,0.1379,423.3398
10,80,Additive+Smooth,0.1301,559.0820
10,100,Additive+Smooth,0.1196,355.4688
10,120,Additive+Smooth,0.1193,771.4844
10,140,Additive+Smooth,0.1009,99.1211
10,160,Additive+Smooth,0.0965,98.1445
10,180,Additive+Smooth,0.1279,802.7344
10,200,Additive+Smooth,0.1084,202.6367
11,20,Additive+Smooth,0.1637,10.5469
11,40,Additive+Smooth,0.1279,600.0977
11,60,Additive+Smooth,0.1292,545.4102
11,80,Additive+Smooth,0.1238,704.1016
11,100,Additive+Smooth,0.1256,778.3203
11,120,Additive+Smooth,0.1202,770.9961
11,140,Additive+Smooth,0.1095,780.2734
11,160,Additive+Smooth,0.1114,90.8203
11,180,Additive+Smooth,0.1080,786.6211
11,200,Additive+Smooth,0.1052,745.1172
12,20,Additive+Smooth,0.1772,169.3359
12,40,Additive+Smooth,0.1348,544.4336
12,60,Additive+Smooth,0.1246,802.2461
12,80,Additive+Smooth,0.0833,60.5469
12,100,Additive+Smooth,0.1184,15.2344
12,120,Additive+Smooth,0.1187,609.3750
12,140,Additive+Smooth,0.1117,761.7188
12,160,Additive+Smooth,0.1125,770.0195
12,180,Additive+Smooth,0.1075,808.5938
12,200,Additive+Smooth,,
13,20,Additive+Smooth,0.1502,55.0781
13,40,Additive+Smooth,0.1191,7.0312
13,60,Additive+Smooth,0.1296,19.9219
13,80,Additive+Smooth,0.1204,580.0781
13,100,Additive+Smooth,0.1061,208.4961
13,120,Additive+Smooth,0.1127,208.4961
13,140,Additive+Smooth,0.0961,817.8711
13,160,Additive+Smooth,0.1021,200.6836
13,180,Additive+Smooth,0.1048,204.5898
13,200,Additive+Smooth,0.1031,200.6836
14,20,Additive+Smooth,0.1506,49.8047
14,40,Additive+Smooth,0.1201,655.7617
14,60,Additive+Smooth,0.1113,630.8594
14,80,Additive+Smooth,0.1196,715.3320
14,100,Additive+Smooth,0.1127,751.9531
14,120,Additive+Smooth,0.1135,772.9492
14,140,Additive+Smooth,0.1139,774.4141
14,160,Additive+Smooth,0.1265,786.1328
14,180,Additive+Smooth,0.1225,735.3516
